year_month,variable,value
2020-01,golfing,56
2019-03,graffiti,65
2019-04,graffiti,65
2019-05,graffiti,65
2019-06,graffiti,56
2019-07,graffiti,60
2019-08,graffiti,75
2019-09,graffiti,66
2019-10,graffiti,64
2019-11,graffiti,61
2019-12,graffiti,59
2020-01,graffiti,59
2019-03,gymnastics,15
2019-04,gymnastics,14
2019-05,gymnastics,11
2019-06,gymnastics,11
2019-07,gymnastics,11
2019-08,gymnastics,14
2019-09,gymnastics,11
2019-10,gymnastics,12
2019-11,gymnastics,10
2019-12,gymnastics,9
2020-01,gymnastics,14
2019-03,handball,9
2019-04,handball,10
2019-05,handball,8
2019-06,handball,10
2019-07,handball,7
2019-08,handball,9
2019-09,handball,9
2019-10,handball,12
2019-11,handball,12
2019-12,handball,12
2020-01,handball,17
2019-03,herbalism,32
2019-04,herbalism,40
2019-05,herbalism,31
2019-06,herbalism,50
2019-07,herbalism,30
2019-08,herbalism,57
2019-09,herbalism,100
2019-10,herbalism,79
2019-11,herbalism,65
2019-12,herbalism,56
2020-01,herbalism,63
2019-03,herping,46
2019-04,herping,55
2019-05,herping,54
2019-06,herping,49
2019-07,herping,34
2019-08,herping,58
2019-09,herping,32
2019-10,herping,23
2019-11,herping,28
2019-12,herping,32
2020-01,herping,30
2019-03,hiking,76
2019-04,hiking,76
2019-05,hiking,81
2019-06,hiking,96
2019-07,hiking,92
2019-08,hiking,84
2019-09,hiking,72
2019-10,hiking,68
2019-11,hiking,59
2019-12,hiking,54
2020-01,hiking,64
2019-03,hooping,39
2019-04,hooping,36
2019-05,hooping,28
2019-06,hooping,33
2019-07,hooping,31
2019-08,hooping,28
2019-09,hooping,30
2019-10,hooping,24
2019-11,hooping,22
2019-12,hooping,26
2020-01,hooping,31
2019-03,horseback riding,58
2019-04,horseback riding,63
2019-05,horseback riding,68
2019-06,horseback riding,84
2019-07,horseback riding,93
2019-08,horseback riding,81
2019-09,horseback riding,58
2019-10,horseback riding,51
2019-11,horseback riding,41
2019-12,horseback riding,38
2020-01,horseback riding,40
2019-03,horsemanship,65
2019-04,horsemanship,54
2019-05,horsemanship,56
2019-06,horsemanship,57
2019-07,horsemanship,67
2019-08,horsemanship,65
2019-09,horsemanship,65
2019-10,horsemanship,58
2019-11,horsemanship,49
2019-12,horsemanship,50
2020-01,horsemanship,57
2019-03,horseshoes,48
2019-04,horseshoes,51
2019-05,horseshoes,58
2019-06,horseshoes,73
2019-07,horseshoes,80
2019-08,horseshoes,59
2019-09,horseshoes,50
2019-10,horseshoes,38
2019-11,horseshoes,39
2019-12,horseshoes,45
2020-01,horseshoes,38
2019-03,hunting,10
2019-04,hunting,10
2019-05,hunting,8
2019-06,hunting,8
2019-07,hunting,9
2019-08,hunting,23
2019-09,hunting,100
2019-10,hunting,19
2019-11,hunting,22
2019-12,hunting,17
2020-01,hunting,12
2019-03,hydroponics,74
2019-04,hydroponics,67
2019-05,hydroponics,68
2019-06,hydroponics,66
2019-07,hydroponics,63
2019-08,hydroponics,68
2019-09,hydroponics,62
2019-10,hydroponics,58
2019-11,hydroponics,53
2019-12,hydroponics,59
2020-01,hydroponics,69
2019-03,ice hockey,16
2019-04,ice hockey,12
2019-05,ice hockey,10
2019-06,ice hockey,8
2019-07,ice hockey,7
2019-08,ice hockey,8
2019-09,ice hockey,11
2019-10,ice hockey,14
2019-11,ice hockey,16
2019-12,ice hockey,16
2020-01,ice hockey,19
2019-03,ice skating,18
2019-04,ice skating,8
2019-05,ice skating,7
2019-06,ice skating,9
2019-07,ice skating,9
2019-08,ice skating,9
2019-09,ice skating,9
2019-10,ice skating,12
2019-11,ice skating,41
2019-12,ice skating,96
2020-01,ice skating,50
2019-03,inline skating,45
2019-04,inline skating,45
2019-05,inline skating,28
2019-06,inline skating,24
2019-07,inline skating,32
2019-08,inline skating,34
2019-09,inline skating,39
2019-10,inline skating,23
2019-11,inline skating,40
2019-12,inline skating,23
2020-01,inline skating,24
2019-03,jewelry making,72
2019-04,jewelry making,63
2019-05,jewelry making,69
2019-06,jewelry making,77
2019-07,jewelry making,68
2019-08,jewelry making,75
2019-09,jewelry making,78
2019-10,jewelry making,67
2019-11,jewelry making,79
2019-12,jewelry making,86
2020-01,jewelry making,78
2019-03,jigsaw puzzles,48
2019-04,jigsaw puzzles,49
2019-05,jigsaw puzzles,46
2019-06,jigsaw puzzles,34
2019-07,jigsaw puzzles,40
2019-08,jigsaw puzzles,42
2019-09,jigsaw puzzles,45
2019-10,jigsaw puzzles,47
2019-11,jigsaw puzzles,48
2019-12,jigsaw puzzles,62
2020-01,jigsaw puzzles,50
2019-03,jogging,75
2019-04,jogging,73
2019-05,jogging,63
2019-06,jogging,66
2019-07,jogging,69
2019-08,jogging,69
2019-09,jogging,79
2019-10,jogging,78
2019-11,jogging,77
2019-12,jogging,85
2020-01,jogging,70
2019-03,jokes,52
2019-04,jokes,55
2019-05,jokes,53
2019-06,jokes,51
2019-07,jokes,45
2019-08,jokes,45
2019-09,jokes,46
2019-10,jokes,53
2019-11,jokes,56
2019-12,jokes,53
2020-01,jokes,49
2019-03,journaling,56
2019-04,journaling,63
2019-05,journaling,63
2019-06,journaling,60
2019-07,journaling,60
2019-08,journaling,55
2019-09,journaling,55
2019-10,journaling,61
2019-11,journaling,65
2019-12,journaling,71
2020-01,journaling,85
2019-03,judo,17
2019-04,judo,17
2019-05,judo,18
2019-06,judo,17
2019-07,judo,17
2019-08,judo,20
2019-09,judo,19
2019-10,judo,19
2019-11,judo,18
2019-12,judo,14
2020-01,judo,16
2019-03,juggling,57
2019-04,juggling,47
2019-05,juggling,51
2019-06,juggling,52
2019-07,juggling,68
2019-08,juggling,57
2019-09,juggling,69
2019-10,juggling,53
2019-11,juggling,45
2019-12,juggling,57
2020-01,juggling,51
2019-03,jujitsu,74
2019-04,jujitsu,64
2019-05,jujitsu,56
2019-06,jujitsu,62
2019-07,jujitsu,54
2019-08,jujitsu,65
2019-09,jujitsu,64
2019-10,jujitsu,57
2019-11,jujitsu,53
2019-12,jujitsu,67
2020-01,jujitsu,63
2019-03,jumping rope,58
2019-04,jumping rope,49
2019-05,jumping rope,67
2019-06,jumping rope,67
2019-07,jumping rope,63
2019-08,jumping rope,60
2019-09,jumping rope,45
2019-10,jumping rope,53
2019-11,jumping rope,43
2019-12,jumping rope,38
2020-01,jumping rope,54
2019-03,kabaddi,8
2019-04,kabaddi,4
2019-05,kabaddi,6
2019-06,kabaddi,8
2019-07,kabaddi,22
2019-08,kabaddi,26
2019-09,kabaddi,35
2019-10,kabaddi,22
2019-11,kabaddi,12
2019-12,kabaddi,10
2020-01,kabaddi,9
2019-03,karaoke,62
2019-04,karaoke,55
2019-05,karaoke,60
2019-06,karaoke,65
2019-07,karaoke,59
2019-08,karaoke,56
2019-09,karaoke,55
2019-10,karaoke,55
2019-11,karaoke,62
2019-12,karaoke,77
2020-01,karaoke,58
2019-03,karate,64
2019-04,karate,66
2019-05,karate,66
2019-06,karate,62
2019-07,karate,58
2019-08,karate,65
2019-09,karate,73
2019-10,karate,82
2019-11,karate,67
2019-12,karate,55
2020-01,karate,62
2019-03,kart racing,81
2019-04,kart racing,65
2019-05,kart racing,67
2019-06,kart racing,96
2019-07,kart racing,90
2019-08,kart racing,79
2019-09,kart racing,54
2019-10,kart racing,48
2019-11,kart racing,53
2019-12,kart racing,58
2020-01,kart racing,53
2019-03,karting,72
2019-04,karting,69
2019-05,karting,69
2019-06,karting,86
2019-07,karting,90
2019-08,karting,77
2019-09,karting,62
2019-10,karting,51
2019-11,karting,62
2019-12,karting,64
2020-01,karting,67
2019-03,kayaking,27
2019-04,kayaking,33
2019-05,kayaking,53
2019-06,kayaking,79
2019-07,kayaking,96
2019-08,kayaking,68
2019-09,kayaking,36
2019-10,kayaking,17
2019-11,kayaking,13
2019-12,kayaking,14
2020-01,kayaking,16
2019-03,kendama,8
2019-04,kendama,8
2019-05,kendama,8
2019-06,kendama,6
2019-07,kendama,9
2019-08,kendama,10
2019-09,kendama,10
2019-10,kendama,11
2019-11,kendama,16
2019-12,kendama,18
2020-01,kendama,15
2019-03,kite flying,65
2019-04,kite flying,70
2019-05,kite flying,71
2019-06,kite flying,36
2019-07,kite flying,33
2019-08,kite flying,36
2019-09,kite flying,43
2019-10,kite flying,40
2019-11,kite flying,26
2019-12,kite flying,41
2020-01,kite flying,51
2019-03,kitesurfing,18
2019-04,kitesurfing,33
2019-05,kitesurfing,40
2019-06,kitesurfing,37
2019-07,kitesurfing,39
2019-08,kitesurfing,30
2019-09,kitesurfing,29
2019-10,kitesurfing,25
2019-11,kitesurfing,27
2019-12,kitesurfing,29
2020-01,kitesurfing,24
2019-03,knife making,51
2019-04,knife making,49
2019-05,knife making,42
2019-06,knife making,43
2019-07,knife making,42
2019-08,knife making,53
2019-09,knife making,58
2019-10,knife making,44
2019-11,knife making,53
2019-12,knife making,67
2020-01,knife making,62
2019-03,knife throwing,31
2019-04,knife throwing,28
2019-05,knife throwing,25
2019-06,knife throwing,23
2019-07,knife throwing,26
2019-08,knife throwing,26
2019-09,knife throwing,30
2019-10,knife throwing,100
2019-11,knife throwing,90
2019-12,knife throwing,56
2020-01,knife throwing,39
2019-03,knitting,40
2019-04,knitting,29
2019-05,knitting,26
2019-06,knitting,31
2019-07,knitting,32
2019-08,knitting,32
2019-09,knitting,35
2019-10,knitting,41
2019-11,knitting,47
2019-12,knitting,51
2020-01,knitting,48
2019-03,knot tying,53
2019-04,knot tying,59
2019-05,knot tying,58
2019-06,knot tying,77
2019-07,knot tying,83
2019-08,knot tying,65
2019-09,knot tying,49
2019-10,knot tying,42
2019-11,knot tying,46
2019-12,knot tying,37
2020-01,knot tying,41
2019-03,kombucha brewing,54
2019-04,kombucha brewing,44
2019-05,kombucha brewing,39
2019-06,kombucha brewing,50
2019-07,kombucha brewing,56
2019-08,kombucha brewing,55
2019-09,kombucha brewing,45
2019-10,kombucha brewing,32
2019-11,kombucha brewing,37
2019-12,kombucha brewing,40
2020-01,kombucha brewing,28
2019-03,kung fu,27
2019-04,kung fu,25
2019-05,kung fu,25
2019-06,kung fu,24
2019-07,kung fu,26
2019-08,kung fu,24
2019-09,kung fu,23
2019-10,kung fu,23
2019-11,kung fu,23
2019-12,kung fu,23
2020-01,kung fu,24
2019-03,lace making,64
2019-04,lace making,45
2019-05,lace making,54
2019-06,lace making,42
2019-07,lace making,20
2019-08,lace making,44
2019-09,lace making,57
2019-10,lace making,54
2019-11,lace making,65
2019-12,lace making,33
2020-01,lace making,65
2019-03,lacrosse,78
2019-04,lacrosse,81
2019-05,lacrosse,93
2019-06,lacrosse,44
2019-07,lacrosse,32
2019-08,lacrosse,28
2019-09,lacrosse,31
2019-10,lacrosse,31
2019-11,lacrosse,29
2019-12,lacrosse,26
2020-01,lacrosse,33
2019-03,lapidary,62
2019-04,lapidary,55
2019-05,lapidary,55
2019-06,lapidary,64
2019-07,lapidary,50
2019-08,lapidary,56
2019-09,lapidary,76
2019-10,lapidary,64
2019-11,lapidary,56
2019-12,lapidary,58
2020-01,lapidary,57
2019-03,larping,37
2019-04,larping,36
2019-05,larping,46
2019-06,larping,33
2019-07,larping,26
2019-08,larping,39
2019-09,larping,44
2019-10,larping,38
2019-11,larping,37
2019-12,larping,43
2020-01,larping,25
2019-03,laser tag,82
2019-04,laser tag,55
2019-05,laser tag,55
2019-06,laser tag,67
2019-07,laser tag,64
2019-08,laser tag,61
2019-09,laser tag,49
2019-10,laser tag,52
2019-11,laser tag,58
2019-12,laser tag,71
2020-01,laser tag,66
2019-03,learning,74
2019-04,learning,77
2019-05,learning,71
2019-06,learning,60
2019-07,learning,55
2019-08,learning,69
2019-09,learning,82
2019-10,learning,83
2019-11,learning,75
2019-12,learning,65
2020-01,learning,74
2019-03,leather crafting,45
2019-04,leather crafting,53
2019-05,leather crafting,36
2019-06,leather crafting,71
2019-07,leather crafting,32
2019-08,leather crafting,56
2019-09,leather crafting,20
2019-10,leather crafting,52
2019-11,leather crafting,34
2019-12,leather crafting,72
2020-01,leather crafting,32
2019-03,lego building,34
2019-04,lego building,27
2019-05,lego building,39
2019-06,lego building,39
2019-07,lego building,35
2019-08,lego building,34
2019-09,lego building,38
2019-10,lego building,32
2019-11,lego building,61
2019-12,lego building,78
2020-01,lego building,57
2019-03,letterboxing,28
2019-04,letterboxing,40
2019-05,letterboxing,29
2019-06,letterboxing,22
2019-07,letterboxing,35
2019-08,letterboxing,26
2019-09,letterboxing,40
2019-10,letterboxing,19
2019-11,letterboxing,7
2019-12,letterboxing,14
2020-01,letterboxing,5
2019-03,livestreaming,26
2019-04,livestreaming,48
2019-05,livestreaming,53
2019-06,livestreaming,52
2019-07,livestreaming,37
2019-08,livestreaming,44
2019-09,livestreaming,45
2019-10,livestreaming,59
2019-11,livestreaming,46
2019-12,livestreaming,38
2020-01,livestreaming,57
2019-03,lock picking,55
2019-04,lock picking,32
2019-05,lock picking,42
2019-06,lock picking,45
2019-07,lock picking,46
2019-08,lock picking,33
2019-09,lock picking,46
2019-10,lock picking,53
2019-11,lock picking,45
2019-12,lock picking,42
2020-01,lock picking,52
2019-03,lomography,26
2019-04,lomography,23
2019-05,lomography,32
2019-06,lomography,25
2019-07,lomography,27
2019-08,lomography,30
2019-09,lomography,21
2019-10,lomography,21
2019-11,lomography,23
2019-12,lomography,32
2020-01,lomography,16
2019-03,longboarding,14
2019-04,longboarding,21
2019-05,longboarding,16
2019-06,longboarding,20
2019-07,longboarding,18
2019-08,longboarding,27
2019-09,longboarding,18
2019-10,longboarding,17
2019-11,longboarding,14
2019-12,longboarding,12
2020-01,longboarding,12
2019-03,machine learning,95
2019-04,machine learning,100
2019-05,machine learning,93
2019-06,machine learning,90
2019-07,machine learning,90
2019-08,machine learning,90
2019-09,machine learning,96
2019-10,machine learning,100
2019-11,machine learning,91
2019-12,machine learning,79
2020-01,machine learning,91
2019-03,machining,74
2019-04,machining,75
2019-05,machining,80
2019-06,machining,69
2019-07,machining,71
2019-08,machining,76
2019-09,machining,71
2019-10,machining,73
2019-11,machining,69
2019-12,machining,63
2020-01,machining,75
2019-03,macrame,79
2019-04,macrame,81
2019-05,macrame,85
2019-06,macrame,95
2019-07,macrame,99
2019-08,macrame,100
2019-09,macrame,89
2019-10,macrame,75
2019-11,macrame,75
2019-12,macrame,71
2020-01,macrame,82
2019-03,magic,58
2019-04,magic,65
2019-05,magic,57
2019-06,magic,59
2019-07,magic,60
2019-08,magic,56
2019-09,magic,57
2019-10,magic,55
2019-11,magic,57
2019-12,magic,62
2020-01,magic,61
2019-03,mahjong,49
2019-04,mahjong,50
2019-05,mahjong,52
2019-06,mahjong,49
2019-07,mahjong,49
2019-08,mahjong,52
2019-09,mahjong,50
2019-10,mahjong,48
2019-11,mahjong,52
2019-12,mahjong,54
2020-01,mahjong,57
2019-03,makeup,44
2019-04,makeup,43
2019-05,makeup,41
2019-06,makeup,41
2019-07,makeup,38
2019-08,makeup,38
2019-09,makeup,41
2019-10,makeup,78
2019-11,makeup,47
2019-12,makeup,49
2020-01,makeup,43
2019-03,manga,52
2019-04,manga,51
2019-05,manga,52
2019-06,manga,56
2019-07,manga,57
2019-08,manga,53
2019-09,manga,53
2019-10,manga,54
2019-11,manga,54
2019-12,manga,57
2020-01,manga,60
2019-03,marbles,54
2019-04,marbles,50
2019-05,marbles,44
2019-06,marbles,45
2019-07,marbles,43
2019-08,marbles,43
2019-09,marbles,48
2019-10,marbles,47
2019-11,marbles,41
2019-12,marbles,45
2020-01,marbles,45
2019-03,marching band,18
2019-04,marching band,22
2019-05,marching band,25
2019-06,marching band,24
2019-07,marching band,25
2019-08,marching band,41
2019-09,marching band,59
2019-10,marching band,71
2019-11,marching band,45
2019-12,marching band,20
2020-01,marching band,21
2019-03,martial arts,73
2019-04,martial arts,71
2019-05,martial arts,79
2019-06,martial arts,81
2019-07,martial arts,74
2019-08,martial arts,79
2019-09,martial arts,73
2019-10,martial arts,75
2019-11,martial arts,70
2019-12,martial arts,67
2020-01,martial arts,87
2019-03,massaging,73
2019-04,massaging,72
2019-05,massaging,66
2019-06,massaging,85
2019-07,massaging,80
2019-08,massaging,65
2019-09,massaging,64
2019-10,massaging,71
2019-11,massaging,77
2019-12,massaging,93
2020-01,massaging,68
2019-03,mazes,14
2019-04,mazes,12
2019-05,mazes,16
2019-06,mazes,12
2019-07,mazes,12
2019-08,mazes,15
2019-09,mazes,45
2019-10,mazes,80
2019-11,mazes,17
2019-12,mazes,9
2020-01,mazes,14
2019-03,mechanics,80
2019-04,mechanics,82
2019-05,mechanics,85
2019-06,mechanics,79
2019-07,mechanics,77
2019-08,mechanics,79
2019-09,mechanics,87
2019-10,mechanics,89
2019-11,mechanics,78
2019-12,mechanics,76
2020-01,mechanics,77
2019-03,meditation,96
2019-04,meditation,90
2019-05,meditation,88
2019-06,meditation,87
2019-07,meditation,88
2019-08,meditation,86
2019-09,meditation,92
2019-10,meditation,91
2019-11,meditation,86
2019-12,meditation,83
2020-01,meditation,100
2019-03,memory training,67
2019-04,memory training,47
2019-05,memory training,46
2019-06,memory training,46
2019-07,memory training,79
2019-08,memory training,52
2019-09,memory training,42
2019-10,memory training,73
2019-11,memory training,55
2019-12,memory training,64
2020-01,memory training,62
2019-03,metal detecting,75
2019-04,metal detecting,69
2019-05,metal detecting,77
2019-06,metal detecting,65
2019-07,metal detecting,71
2019-08,metal detecting,64
2019-09,metal detecting,52
2019-10,metal detecting,55
2019-11,metal detecting,47
2019-12,metal detecting,74
2020-01,metal detecting,75
2019-03,metalworking,80
2019-04,metalworking,80
2019-05,metalworking,61
2019-06,metalworking,51
2019-07,metalworking,75
2019-08,metalworking,51
2019-09,metalworking,79
2019-10,metalworking,63
2019-11,metalworking,58
2019-12,metalworking,79
2020-01,metalworking,74
2019-03,meteorology,44
2019-04,meteorology,52
2019-05,meteorology,49
2019-06,meteorology,42
2019-07,meteorology,41
2019-08,meteorology,64
2019-09,meteorology,68
2019-10,meteorology,50
2019-11,meteorology,45
2019-12,meteorology,37
2020-01,meteorology,60
2019-03,microscopy,56
2019-04,microscopy,54
2019-05,microscopy,46
2019-06,microscopy,56
2019-07,microscopy,49
2019-08,microscopy,52
2019-09,microscopy,78
2019-10,microscopy,70
2019-11,microscopy,56
2019-12,microscopy,42
2020-01,microscopy,59
2019-03,mindfullness,65
2019-04,mindfullness,69
2019-05,mindfullness,52
2019-06,mindfullness,48
2019-07,mindfullness,43
2019-08,mindfullness,75
2019-09,mindfullness,86
2019-10,mindfullness,91
2019-11,mindfullness,76
2019-12,mindfullness,70
2020-01,mindfullness,83
2019-03,mini golf,30
2019-04,mini golf,33
2019-05,mini golf,39
2019-06,mini golf,63
2019-07,mini golf,93
2019-08,mini golf,100
2019-09,mini golf,58
2019-10,mini golf,22
2019-11,mini golf,18
2019-12,mini golf,16
2020-01,mini golf,21
2019-03,miniature art,47
2019-04,miniature art,39
2019-05,miniature art,71
2019-06,miniature art,15
2019-07,miniature art,64
2019-08,miniature art,33
2019-09,miniature art,32
2019-10,miniature art,70
2019-11,miniature art,68
2019-12,miniature art,54
2020-01,miniature art,38
2019-03,minimalism,36
2019-04,minimalism,49
2019-05,minimalism,37
2019-06,minimalism,34
2019-07,minimalism,35
2019-08,minimalism,37
2019-09,minimalism,31
2019-10,minimalism,36
2019-11,minimalism,33
2019-12,minimalism,40
2020-01,minimalism,39
2019-03,model aircraft,84
2019-04,model aircraft,54
2019-05,model aircraft,54
2019-06,model aircraft,60
2019-07,model aircraft,40
2019-08,model aircraft,54
2019-09,model aircraft,42
2019-10,model aircraft,76
2019-11,model aircraft,68
2019-12,model aircraft,64
2020-01,model aircraft,81
2019-03,model building,78
2019-04,model building,80
2019-05,model building,72
2019-06,model building,59
2019-07,model building,54
2019-08,model building,54
2019-09,model building,70
2019-10,model building,66
2019-11,model building,70
2019-12,model building,67
2020-01,model building,69
2019-03,model engineering,76
2019-04,model engineering,77
2019-05,model engineering,50
2019-06,model engineering,59
2019-07,model engineering,52
2019-08,model engineering,65
2019-09,model engineering,57
2019-10,model engineering,87
2019-11,model engineering,45
2019-12,model engineering,42
2020-01,model engineering,83
2019-03,model racing,53
2019-04,model racing,69
2019-05,model racing,56
2019-06,model racing,64
2019-07,model racing,92
2019-08,model racing,73
2019-09,model racing,55
2019-10,model racing,43
2019-11,model racing,68
2019-12,model racing,47
2020-01,model racing,67
2019-03,model trains,31
2019-04,model trains,31
2019-05,model trains,25
2019-06,model trains,29
2019-07,model trains,30
2019-08,model trains,34
2019-09,model trains,26
2019-10,model trains,29
2019-11,model trains,48
2019-12,model trains,61
2020-01,model trains,40
2019-03,model united nations,25
2019-04,model united nations,43
2019-05,model united nations,19
2019-06,model united nations,16
2019-07,model united nations,8
2019-08,model united nations,34
2019-09,model united nations,53
2019-10,model united nations,44
2019-11,model united nations,52
2019-12,model united nations,32
2020-01,model united nations,37
2019-03,modeling,67
2019-04,modeling,68
2019-05,modeling,61
2019-06,modeling,64
2019-07,modeling,66
2019-08,modeling,66
2019-09,modeling,70
2019-10,modeling,68
2019-11,modeling,61
2019-12,modeling,56
2020-01,modeling,65
2019-03,moocs,27
2019-04,moocs,25
2019-05,moocs,17
2019-06,moocs,24
2019-07,moocs,20
2019-08,moocs,29
2019-09,moocs,22
2019-10,moocs,32
2019-11,moocs,23
2019-12,moocs,30
2020-01,moocs,16
2019-03,motor sports,66
2019-04,motor sports,69
2019-05,motor sports,62
2019-06,motor sports,73
2019-07,motor sports,76
2019-08,motor sports,59
2019-09,motor sports,67
2019-10,motor sports,50
2019-11,motor sports,47
2019-12,motor sports,53
2020-01,motor sports,51
2019-03,motorcycling,45
2019-04,motorcycling,43
2019-05,motorcycling,57
2019-06,motorcycling,48
2019-07,motorcycling,36
2019-08,motorcycling,45
2019-09,motorcycling,50
2019-10,motorcycling,29
2019-11,motorcycling,17
2019-12,motorcycling,42
2020-01,motorcycling,34
2019-03,mountain biking,46
2019-04,mountain biking,55
2019-05,mountain biking,61
2019-06,mountain biking,74
2019-07,mountain biking,81
2019-08,mountain biking,76
2019-09,mountain biking,60
2019-10,mountain biking,47
2019-11,mountain biking,36
2019-12,mountain biking,31
2020-01,mountain biking,37
2019-03,mountaineering,69
2019-04,mountaineering,65
2019-05,mountaineering,92
2019-06,mountaineering,78
2019-07,mountaineering,77
2019-08,mountaineering,74
2019-09,mountaineering,56
2019-10,mountaineering,60
2019-11,mountaineering,62
2019-12,mountaineering,76
2020-01,mountaineering,61
2019-03,movies,80
2019-04,movies,78
2019-05,movies,81
2019-06,movies,84
2019-07,movies,85
2019-08,movies,76
2019-09,movies,71
2019-10,movies,71
2019-11,movies,83
2019-12,movies,88
2020-01,movies,77
2019-03,museum visiting,35
2019-04,museum visiting,45
2019-05,museum visiting,67
2019-06,museum visiting,73
2019-07,museum visiting,54
2019-08,museum visiting,35
2019-09,museum visiting,37
2019-10,museum visiting,41
2019-11,museum visiting,18
2019-12,museum visiting,44
2020-01,museum visiting,53
2019-03,mushroom hunting,22
2019-04,mushroom hunting,91
2019-05,mushroom hunting,49
